,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
988,Yes,8,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.4,0
435,No,29,Yes,Yes,DSL,No,Yes,One year,No,39.5,0
4657,No,19,No,No,Fiber optic,Yes,No,Month-to-month,No,89.65,1
980,No,56,Yes,Yes,DSL,Yes,Yes,One year,Yes,68.45,0
4427,No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,0
4277,No,51,Yes,Yes,Fiber optic,Yes,No,One year,No,107.45,0
4216,No,31,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,0
2963,No,56,No,No,Fiber optic,No,No,Month-to-month,Yes,85.6,0
4367,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.6,1
3902,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,0
4488,Yes,72,Yes,Yes,DSL,Yes,No,Two year,No,64.45,0
1056,Yes,5,No,No,DSL,No,Yes,Month-to-month,Yes,48.65,0
801,No,25,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.95,0
3808,No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,0
382,No,43,No,No,Fiber optic,No,No,Month-to-month,Yes,75.35,0
3104,No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,69.25,1
3172,Yes,32,No,Yes,Fiber optic,No,No,Month-to-month,Yes,93.95,0
2211,No,2,No,No,Fiber optic,No,No,Month-to-month,No,80.75,1
1949,No,24,No,No,DSL,Yes,No,Month-to-month,No,29.1,0
4777,Yes,37,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,92.95,0
165,No,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,102.7,0
4636,No,59,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,111.35,0
4287,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.65,0
2531,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.35,1
1530,Yes,14,No,Yes,DSL,No,Yes,Month-to-month,No,80.45,0
236,No,6,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,109.9,1
2235,Yes,17,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.35,0
4309,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,117.5,0
3122,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
1212,No,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,76.65,1
4113,Yes,57,No,No,Fiber optic,No,No,Month-to-month,Yes,74.3,0
2460,Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
2455,No,2,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,79.85,1
3168,No,48,No,Yes,DSL,Yes,Yes,One year,Yes,73.85,0
4735,No,7,No,No,DSL,No,Yes,Month-to-month,Yes,74.65,1
2704,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,89.5,1
4887,No,44,No,Yes,DSL,Yes,Yes,One year,Yes,85.25,0
3289,No,46,No,No,Fiber optic,No,No,Month-to-month,No,96.05,1
3743,No,46,Yes,Yes,DSL,Yes,Yes,Two year,No,65.65,0
2768,No,44,No,No,DSL,Yes,Yes,One year,No,74.85,0
2382,No,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,103.65,0
1273,No,27,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.3,0
3596,No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,84.7,1
1060,Yes,8,No,No,DSL,No,No,Month-to-month,No,44.65,0
2556,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,0
1234,Yes,65,Yes,Yes,DSL,No,No,Two year,Yes,69.55,0
2238,No,17,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,106.65,0
2257,Yes,40,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,84.85,1
1797,No,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,1
65,Yes,28,No,No,Fiber optic,No,No,Month-to-month,Yes,81.05,1
3341,No,2,No,No,DSL,No,No,Month-to-month,No,43.95,0
1639,Yes,71,Yes,Yes,Fiber optic,Yes,No,Two year,No,100.5,0
1536,No,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.6,0
2076,No,24,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.6,0
4034,No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,0
3503,Yes,68,No,Yes,Fiber optic,Yes,Yes,One year,No,105.75,0
3931,Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.15,0
1890,Yes,1,Yes,No,DSL,No,No,Month-to-month,No,30.5,1
818,No,9,Yes,Yes,DSL,No,No,Month-to-month,Yes,74.65,1
924,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,67.75,1
1494,No,42,Yes,Yes,DSL,No,Yes,One year,Yes,67.7,0
3791,Yes,4,No,No,DSL,No,No,Month-to-month,No,50.85,1
4668,Yes,69,Yes,No,DSL,Yes,Yes,Two year,No,86.9,0
2140,No,53,No,Yes,DSL,Yes,Yes,Two year,Yes,73.9,0
4909,Yes,66,No,Yes,Fiber optic,Yes,No,One year,Yes,102.45,1
1477,No,16,No internet service,No internet service,No,No internet service,No internet service,Two year,No,18.95,0
4369,No,63,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,109.25,0
3734,No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,46.35,0
4360,Yes,56,Yes,No,DSL,No,No,One year,No,65.2,0
2819,No,4,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.8,1
1754,Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.85,0
4087,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.8,0
4335,No,20,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
4854,Yes,52,No,Yes,DSL,Yes,Yes,Two year,No,50.2,0
2271,No,22,Yes,Yes,DSL,Yes,No,Month-to-month,No,65.05,0
4159,No,54,Yes,No,DSL,No,Yes,Two year,No,45.2,0
3525,No,16,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,0
2637,Yes,1,No,No,DSL,No,Yes,Month-to-month,Yes,59.55,0
2005,No,59,No,Yes,Fiber optic,No,No,Two year,Yes,79.2,0
3885,No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,88.8,1
2183,No,40,No,No,DSL,Yes,Yes,One year,Yes,80.75,0
2601,Yes,69,No,No,Fiber optic,No,Yes,Two year,Yes,95.2,0
1109,Yes,69,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.55,0
4900,Yes,1,No,No,DSL,No,No,Month-to-month,No,24.7,0
1182,No,8,No,No,DSL,No,No,Month-to-month,Yes,45.15,1
3555,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,87.55,0
1164,Yes,1,No,No,Fiber optic,No,No,Month-to-month,No,69.75,1
536,Yes,31,Yes,No,Fiber optic,Yes,No,One year,No,98.05,0
3478,Yes,46,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.2,0
238,No,9,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.9,0
869,No,1,No,No,DSL,No,No,Month-to-month,No,46.2,1
251,Yes,52,Yes,Yes,DSL,Yes,No,Two year,No,79.2,0
315,No,63,Yes,No,DSL,No,Yes,One year,No,36.1,0
2597,Yes,5,No,No,Fiber optic,No,No,Month-to-month,No,69.95,0
2483,Yes,59,No,No,Fiber optic,Yes,No,Two year,Yes,99.5,0
4433,No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,91.65,0
3318,No,32,No,No,DSL,No,No,One year,Yes,64.85,0
2010,No,31,No,No,Fiber optic,No,Yes,One year,No,81.7,0
4004,No,66,No,Yes,Fiber optic,No,No,One year,Yes,88.9,0
1625,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
3793,Yes,34,Yes,Yes,DSL,Yes,Yes,Two year,No,84.75,0
7,No,11,No,No,DSL,No,No,Month-to-month,Yes,44.05,1
2009,Yes,72,Yes,Yes,Fiber optic,No,No,Two year,Yes,95.1,0
3128,No,57,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,112.95,1
1560,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.25,0
2896,No,68,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.6,1
1535,No,64,Yes,Yes,Fiber optic,Yes,No,One year,No,89.45,0
3017,No,52,Yes,No,DSL,Yes,Yes,One year,No,57.95,0
962,No,68,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,107.7,0
2078,Yes,23,No internet service,No internet service,No,No internet service,No internet service,Two year,No,23.85,0
900,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.5,0
2481,No,25,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,26.8,0
3283,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.15,0
4781,Yes,68,Yes,Yes,DSL,No,No,One year,No,44.8,0
94,Yes,25,Yes,No,DSL,No,Yes,Month-to-month,No,54.3,0
4532,No,56,No,Yes,Fiber optic,No,No,One year,No,100.3,1
3475,No,67,Yes,Yes,DSL,No,Yes,One year,Yes,60.95,0
3093,Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.25,0
1251,Yes,63,Yes,Yes,DSL,Yes,Yes,Two year,No,74.5,0
3004,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,89.8,1
239,No,34,Yes,Yes,DSL,No,Yes,One year,Yes,64.4,1
3434,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.45,0
3307,No,19,Yes,No,Fiber optic,No,No,Month-to-month,Yes,90.6,1
1582,Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,0
2200,No,6,No,No,Fiber optic,No,No,Month-to-month,No,70.55,0
568,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,90.8,1
2767,No,11,No,Yes,Fiber optic,No,No,Month-to-month,No,74.95,1
687,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,78.45,0
4251,No,14,Yes,Yes,Fiber optic,No,Yes,One year,No,105.95,1
2180,No,62,No,Yes,Fiber optic,Yes,No,One year,Yes,97.95,0
1655,No,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.3,0
1359,No,58,No,Yes,Fiber optic,No,No,One year,Yes,97.8,0
3553,No,13,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.35,1
2669,No,16,Yes,No,DSL,No,No,Month-to-month,Yes,50.15,1
36,No,1,Yes,No,DSL,Yes,No,Month-to-month,Yes,55.8,1
2853,Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.35,0
4235,No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,0
546,No,51,No,Yes,DSL,No,No,Month-to-month,Yes,30.05,0
1474,Yes,15,Yes,No,Fiber optic,No,Yes,One year,No,101.9,0
1306,No,20,Yes,No,DSL,No,Yes,One year,Yes,64.15,0
814,Yes,18,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,0
1855,No,2,No,No,DSL,No,No,Month-to-month,No,44.45,0
4658,No,2,No,No,Fiber optic,Yes,No,Month-to-month,No,94.95,1
538,Yes,24,Yes,Yes,DSL,Yes,No,One year,No,57.6,0
2185,No,20,No,No,Fiber optic,No,No,Month-to-month,No,80.7,0
1517,Yes,64,No,Yes,DSL,No,Yes,Two year,Yes,54.6,0
3917,No,7,No,No,DSL,No,No,Month-to-month,Yes,44.65,0
2849,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.6,0
893,No,36,Yes,Yes,DSL,Yes,Yes,Two year,Yes,53.1,0
855,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.8,0
3161,No,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.3,0
2312,No,67,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.1,0
2729,No,54,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,114.65,0
2451,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.2,0
4824,No,50,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,90.1,0
1578,No,65,Yes,No,Fiber optic,No,Yes,One year,No,93.55,0
4745,Yes,20,Yes,No,DSL,Yes,Yes,Two year,Yes,39.4,0
3224,No,72,No,Yes,Fiber optic,Yes,Yes,One year,No,109.15,0
4090,No,47,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,100.75,0
2838,No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,107.75,0
4336,No,3,No,No,DSL,No,No,Month-to-month,No,50.4,0
4032,Yes,8,No,No,DSL,No,Yes,Month-to-month,Yes,68.55,0
2429,No,35,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,100.5,1
399,No,15,No,No,Fiber optic,Yes,No,Month-to-month,No,85.3,0
1360,Yes,54,No,Yes,Fiber optic,No,Yes,One year,Yes,105.2,0
4921,Yes,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
3138,Yes,57,Yes,No,DSL,Yes,Yes,Two year,Yes,84.5,0
2060,Yes,3,No,No,Fiber optic,No,No,Month-to-month,No,69.65,1
2310,No,1,No,No,DSL,No,No,One year,No,25.85,0
1495,Yes,34,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.6,1
105,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,75.9,1
716,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.6,1
4919,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,0
111,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.6,0
4760,No,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,100.9,0
266,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
4566,No,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.5,1
1924,No,3,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,82.3,0
1493,Yes,39,Yes,No,DSL,Yes,Yes,One year,No,80.0,1
1241,No,40,No,Yes,Fiber optic,No,No,Month-to-month,No,74.8,0
3238,No,1,No,No,DSL,No,No,Month-to-month,Yes,25.15,1
312,Yes,38,Yes,Yes,DSL,No,No,Month-to-month,No,54.5,0
2084,Yes,29,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.2,0
1879,No,2,No,No,DSL,Yes,No,Month-to-month,No,60.85,0
1765,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.35,0
812,Yes,31,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,0
4591,No,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.05,0
2544,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,74.15,0
3050,No,27,No,No,DSL,Yes,Yes,Month-to-month,No,59.45,0
1421,Yes,47,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,0
409,No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,97.65,0
1096,Yes,50,No,No,DSL,Yes,No,One year,No,54.9,0
1659,No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,0
1239,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,68.5,1
4226,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.5,1
2165,No,27,No,Yes,Fiber optic,No,No,Month-to-month,Yes,81.45,1
1648,No,64,No,No,Fiber optic,Yes,Yes,Two year,No,102.1,0
178,No,50,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,83.4,0
2858,Yes,65,Yes,Yes,DSL,Yes,No,One year,No,61.35,0
3952,No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.95,0
95,Yes,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.8,0
781,No,47,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.05,1
102,No,71,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.65,0
2260,No,51,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.85,0
2914,No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,1
1989,No,27,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.4,0
870,No,38,No,Yes,DSL,Yes,Yes,One year,Yes,70.15,1
1128,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.5,1
1068,No,1,No,No,DSL,No,No,Month-to-month,Yes,50.45,1
4178,No,69,No,Yes,Fiber optic,No,Yes,One year,Yes,105.2,0
216,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.65,1
888,No,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.7,1
601,No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,0
3649,No,46,No,No,Fiber optic,No,Yes,One year,No,100.25,0
3219,No,47,No,No,DSL,Yes,Yes,Two year,No,74.45,0
3814,Yes,3,No,Yes,DSL,Yes,No,Month-to-month,Yes,56.15,1
4202,No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,0
173,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,75.6,0
4632,No,72,No,Yes,DSL,Yes,No,Two year,No,82.15,0
4822,No,56,No,Yes,Fiber optic,No,Yes,One year,Yes,107.25,0
416,No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.55,0
1382,Yes,71,No,Yes,Fiber optic,Yes,No,Two year,Yes,106.0,1
1435,No,2,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,95.1,1
2937,Yes,8,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
1567,Yes,37,Yes,Yes,DSL,No,Yes,Two year,No,61.45,0
3137,No,45,No,Yes,Fiber optic,No,No,Month-to-month,No,81.4,0
673,No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,110.65,0
3803,No,5,No,Yes,DSL,No,No,Month-to-month,Yes,51.0,1
1085,Yes,33,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,95.3,0
2325,No,72,No,Yes,Fiber optic,No,No,One year,Yes,97.25,0
3457,No,68,Yes,No,DSL,Yes,No,Two year,Yes,54.1,0
4667,No,69,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.95,1
1447,Yes,40,No,No,Fiber optic,No,No,Month-to-month,Yes,94.55,1
2856,No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.85,0
2476,No,14,No,No,Fiber optic,Yes,No,Month-to-month,Yes,80.45,1
4686,No,53,Yes,No,DSL,No,Yes,One year,Yes,60.05,1
599,Yes,66,Yes,Yes,Fiber optic,No,Yes,One year,Yes,110.6,0
782,No,4,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.3,0
1701,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.3,1
3190,No,71,Yes,Yes,DSL,No,Yes,Two year,No,65.15,0
1349,No,65,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,107.65,0
4881,No,21,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.5,0
3288,Yes,1,Yes,No,DSL,No,No,Month-to-month,No,50.6,1
3974,No,30,No,No,Fiber optic,No,Yes,Month-to-month,Yes,101.5,0
573,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.85,1
3133,No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.1,0
319,Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.15,0
2923,No,3,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.75,0
3412,No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,0
2530,No,3,No,No,Fiber optic,No,No,Month-to-month,No,94.9,0
88,No,17,No,No,Fiber optic,No,No,Month-to-month,No,70.5,0
298,Yes,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.45,0
2658,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.1,0
2867,No,24,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.3,0
3217,No,38,No,No,Fiber optic,Yes,Yes,One year,No,95.0,0
8,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,73.5,0
4303,Yes,21,Yes,No,Fiber optic,No,No,Month-to-month,No,80.35,0
139,No,1,No,No,DSL,No,No,Month-to-month,Yes,36.45,1
3458,No,50,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.35,0
979,No,44,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,0
4891,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.7,0
4453,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.65,1
2599,Yes,13,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.5,0
4218,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
3436,No,45,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.7,0
4375,No,54,Yes,Yes,DSL,No,No,Two year,Yes,65.3,0
2940,No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.35,1
1222,Yes,54,No,Yes,Fiber optic,No,Yes,Two year,Yes,79.95,0
965,Yes,67,Yes,Yes,DSL,No,Yes,Two year,No,74.0,0
2424,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,76.4,1
759,No,52,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,91.6,0
1897,No,50,No,Yes,DSL,No,Yes,Two year,Yes,79.6,0
2145,No,21,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,103.9,1
4048,No,50,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.85,0
3961,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.1,1
2547,No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,94.55,1
1185,Yes,17,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,66.7,0
4077,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,85.55,1
848,Yes,37,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.3,0
24,Yes,37,Yes,Yes,DSL,Yes,No,Month-to-month,No,40.2,1
2651,No,9,No,Yes,Fiber optic,Yes,No,Month-to-month,No,80.55,0
552,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,1
2796,No,2,No,Yes,DSL,No,Yes,Month-to-month,Yes,64.2,0
3310,No,49,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.85,0
2602,No,51,No,No,Fiber optic,No,No,Month-to-month,Yes,94.65,1
765,No,30,Yes,No,Fiber optic,No,No,Month-to-month,Yes,90.5,0
2628,No,35,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.2,0
1198,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,64.8,0
2998,Yes,59,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,111.1,0
2933,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,1
4477,No,2,Yes,No,DSL,No,Yes,Month-to-month,Yes,54.45,0
983,No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,95.6,0
2342,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.75,0
4616,Yes,58,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,0
4362,Yes,9,No,Yes,DSL,No,No,Month-to-month,Yes,55.3,0
971,No,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,0
2397,No,18,No,Yes,DSL,No,No,Month-to-month,Yes,49.85,0
1613,Yes,22,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,0
228,No,30,No,No,DSL,Yes,No,Month-to-month,Yes,50.0,0
3270,Yes,58,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.5,0
